datetime,latitude,longitude,altitude,receiver
24/08/2026 13:42,54.5801807,-5.9359753,0,143.117.216.46:5000
24/08/2026 13:42,54.5801848,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.5801848,-5.9359735,77.2,143.117.216.46:5001
24/08/2026 13:42,54.5801787,-5.9359852,0,143.117.216.46:5002
24/08/2026 13:42,54.5801787,-5.9359852,78.6,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359753,0,143.117.216.46:5000
24/08/2026 13:42,54.5801848,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:42,54.5801848,-5.9359737,77.2,143.117.216.46:5001
24/08/2026 13:42,54.5801788,-5.935985,0,143.117.216.46:5002
24/08/2026 13:42,54.5801788,-5.935985,78.6,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359755,0,143.117.216.46:5000
24/08/2026 13:42,54.5801788,-5.9359848,0,143.117.216.46:5002
24/08/2026 13:42,54.5801788,-5.9359848,78.6,143.117.216.46:5002
24/08/2026 13:42,54.5801848,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:42,54.5801848,-5.9359737,77.2,143.117.216.46:5001
24/08/2026 13:42,54.5801808,-5.9359755,0,143.117.216.46:5000
24/08/2026 13:42,54.580185,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.580185,-5.9359735,77.2,143.117.216.46:5001
24/08/2026 13:42,54.580179,-5.9359848,0,143.117.216.46:5002
24/08/2026 13:42,54.580179,-5.9359848,78.5,143.117.216.46:5002
24/08/2026 13:42,54.5801808,-5.9359757,0,143.117.216.46:5000
24/08/2026 13:42,54.580179,-5.9359848,0,143.117.216.46:5002
24/08/2026 13:42,54.580179,-5.9359848,78.5,143.117.216.46:5002
24/08/2026 13:42,54.5801852,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359737,77.2,143.117.216.46:5001
24/08/2026 13:42,54.5801808,-5.9359757,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359737,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801792,-5.9359847,0,143.117.216.46:5002
24/08/2026 13:42,54.5801792,-5.9359847,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359735,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801792,-5.9359847,0,143.117.216.46:5002
24/08/2026 13:42,54.5801792,-5.9359847,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359735,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801793,-5.9359845,0,143.117.216.46:5002
24/08/2026 13:42,54.5801793,-5.9359845,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359735,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801792,-5.9359845,0,143.117.216.46:5002
24/08/2026 13:42,54.5801792,-5.9359845,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801807,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801792,-5.9359843,0,143.117.216.46:5002
24/08/2026 13:42,54.5801792,-5.9359843,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801805,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801792,-5.9359842,0,143.117.216.46:5002
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801792,-5.9359842,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801805,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801793,-5.9359842,0,143.117.216.46:5002
24/08/2026 13:42,54.5801793,-5.9359842,78.3,143.117.216.46:5002
24/08/2026 13:42,54.5801803,-5.9359758,0,143.117.216.46:5000
24/08/2026 13:42,54.5801793,-5.935984,0,143.117.216.46:5002
24/08/2026 13:42,54.5801793,-5.935984,78.3,143.117.216.46:5002
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801803,-5.935976,0,143.117.216.46:5000
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801795,-5.935984,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.935984,78.3,143.117.216.46:5002
24/08/2026 13:42,54.5801802,-5.935976,0,143.117.216.46:5000
24/08/2026 13:42,54.5801795,-5.935984,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.935984,78.3,143.117.216.46:5002
24/08/2026 13:42,54.5801853,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801802,-5.935976,0,143.117.216.46:5000
24/08/2026 13:42,54.5801795,-5.9359838,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.9359838,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801853,-5.9359732,0,143.117.216.46:5001
24/08/2026 13:42,54.5801853,-5.9359732,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801802,-5.9359762,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801797,-5.9359837,0,143.117.216.46:5002
24/08/2026 13:42,54.5801797,-5.9359837,78.4,143.117.216.46:5002
24/08/2026 13:42,54.5801802,-5.9359762,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801795,-5.9359837,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.9359837,78.4,143.117.216.46:5002
24/08/2026 13:42,54.58018,-5.9359762,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801795,-5.9359835,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.9359835,78.4,143.117.216.46:5002
24/08/2026 13:42,54.58018,-5.9359762,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359733,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359733,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801795,-5.9359833,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.9359833,78.4,143.117.216.46:5002
24/08/2026 13:42,54.58018,-5.9359763,0,143.117.216.46:5000
24/08/2026 13:42,54.5801852,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:42,54.5801852,-5.9359735,77.3,143.117.216.46:5001
24/08/2026 13:42,54.5801795,-5.9359833,0,143.117.216.46:5002
24/08/2026 13:42,54.5801795,-5.9359833,78.5,143.117.216.46:5002
24/08/2026 13:42,54.58018,-5.9359763,0,143.117.216.46:5000
24/08/2026 13:43,54.5801852,-5.9359735,0,143.117.216.46:5001
24/08/2026 13:43,54.5801852,-5.9359735,77.3,143.117.216.46:5001
24/08/2026 13:43,54.5801795,-5.9359832,0,143.117.216.46:5002
24/08/2026 13:43,54.5801795,-5.9359832,78.5,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359765,0,143.117.216.46:5000
24/08/2026 13:43,54.5801852,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:43,54.5801852,-5.9359737,77.3,143.117.216.46:5001
24/08/2026 13:43,54.5801797,-5.9359832,0,143.117.216.46:5002
24/08/2026 13:43,54.5801797,-5.9359832,78.5,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359765,0,143.117.216.46:5000
24/08/2026 13:43,54.5801853,-5.9359737,0,143.117.216.46:5001
24/08/2026 13:43,54.5801853,-5.9359737,77.3,143.117.216.46:5001
24/08/2026 13:43,54.5801798,-5.935983,0,143.117.216.46:5002
24/08/2026 13:43,54.5801798,-5.935983,78.5,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359767,0,143.117.216.46:5000
24/08/2026 13:43,54.5801853,-5.9359738,0,143.117.216.46:5001
24/08/2026 13:43,54.5801853,-5.9359738,77.3,143.117.216.46:5001
24/08/2026 13:43,54.5801798,-5.935983,0,143.117.216.46:5002
24/08/2026 13:43,54.5801798,-5.935983,78.5,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359767,0,143.117.216.46:5000
24/08/2026 13:43,54.5801855,-5.9359738,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.9359738,77.3,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.935983,0,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.935983,78.5,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359768,0,143.117.216.46:5000
24/08/2026 13:43,54.58018,-5.935983,0,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.935983,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801855,-5.935974,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.935974,77.4,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.935977,0,143.117.216.46:5000
24/08/2026 13:43,54.5801802,-5.9359828,0,143.117.216.46:5002
24/08/2026 13:43,54.5801802,-5.9359828,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801857,-5.9359742,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359742,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801802,-5.935977,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359743,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359743,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801803,-5.9359828,0,143.117.216.46:5002
24/08/2026 13:43,54.5801803,-5.9359828,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801802,-5.9359772,0,143.117.216.46:5000
24/08/2026 13:43,54.5801805,-5.9359828,0,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359828,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359743,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359743,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801803,-5.9359772,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.9359745,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359745,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801807,-5.9359828,0,143.117.216.46:5002
24/08/2026 13:43,54.5801807,-5.9359828,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359773,0,143.117.216.46:5000
24/08/2026 13:43,54.5801808,-5.9359827,0,143.117.216.46:5002
24/08/2026 13:43,54.5801808,-5.9359827,78.5,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359745,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359745,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801805,-5.9359775,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.9359747,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359747,77.4,143.117.216.46:5001
24/08/2026 13:43,54.580181,-5.9359825,0,143.117.216.46:5002
24/08/2026 13:43,54.580181,-5.9359825,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359775,0,143.117.216.46:5000
24/08/2026 13:43,54.5801812,-5.9359825,0,143.117.216.46:5002
24/08/2026 13:43,54.5801812,-5.9359825,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359747,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359747,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801805,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.9359748,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359748,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801813,-5.9359825,0,143.117.216.46:5002
24/08/2026 13:43,54.5801813,-5.9359825,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.9359748,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359748,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801815,-5.9359823,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359823,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801813,-5.9359823,0,143.117.216.46:5002
24/08/2026 13:43,54.5801813,-5.9359823,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.935975,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.935975,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801805,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.935975,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.935975,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801813,-5.9359822,0,143.117.216.46:5002
24/08/2026 13:43,54.5801813,-5.9359822,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359752,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359752,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801813,-5.9359822,0,143.117.216.46:5002
24/08/2026 13:43,54.5801813,-5.9359822,78.4,143.117.216.46:5002
24/08/2026 13:43,54.5801805,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.9359822,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359822,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801857,-5.9359752,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359752,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801805,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.9359822,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359822,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801855,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.9359753,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801803,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.935982,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.935982,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801855,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.9359753,77.4,143.117.216.46:5001
24/08/2026 13:43,54.5801803,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.935982,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.935982,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801855,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801803,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801855,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801855,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801815,-5.935982,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.935982,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801803,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.9359818,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359818,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801802,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801815,-5.9359818,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359818,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801802,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801815,-5.9359817,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359817,78.3,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801813,-5.9359815,0,143.117.216.46:5002
24/08/2026 13:43,54.5801813,-5.9359815,78.3,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801815,-5.9359815,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359815,78.3,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801815,-5.9359813,0,143.117.216.46:5002
24/08/2026 13:43,54.5801815,-5.9359813,78.3,143.117.216.46:5002
24/08/2026 13:43,54.5801857,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801857,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.9359753,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359753,77.5,143.117.216.46:5001
24/08/2026 13:43,54.5801817,-5.9359813,0,143.117.216.46:5002
24/08/2026 13:43,54.5801817,-5.9359813,78.2,143.117.216.46:5002
24/08/2026 13:43,54.58018,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801817,-5.9359813,0,143.117.216.46:5002
24/08/2026 13:43,54.5801817,-5.9359813,78.2,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359752,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359752,77.5,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.9359777,0,143.117.216.46:5000
24/08/2026 13:43,54.5801818,-5.9359813,0,143.117.216.46:5002
24/08/2026 13:43,54.5801818,-5.9359813,78.2,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359752,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359752,77.5,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.580182,-5.9359812,0,143.117.216.46:5002
24/08/2026 13:43,54.580182,-5.9359812,78.2,143.117.216.46:5002
24/08/2026 13:43,54.5801858,-5.9359752,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.9359752,77.5,143.117.216.46:5001
24/08/2026 13:43,54.58018,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.935975,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.935975,77.5,143.117.216.46:5001
24/08/2026 13:43,54.580182,-5.9359812,0,143.117.216.46:5002
24/08/2026 13:43,54.580182,-5.9359812,78.2,143.117.216.46:5002
24/08/2026 13:43,54.5801802,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.935975,0,143.117.216.46:5001
24/08/2026 13:43,54.5801858,-5.935975,77.5,143.117.216.46:5001
24/08/2026 13:43,54.580182,-5.9359812,0,143.117.216.46:5002
24/08/2026 13:43,54.580182,-5.9359812,78.1,143.117.216.46:5002
24/08/2026 13:43,54.5801802,-5.9359778,0,143.117.216.46:5000
24/08/2026 13:43,54.5801858,-5.935975,0,143.117.216.46:5001
