datetime,baseline,e,n,u,distance_m,nominal_distance_m,q,ns,status
04/09/2026 13:05:56.000,5000-5002,-0.2592,-0.0763,0.0058,0.2703,0.28,1,14,normal
04/09/2026 13:05:57.000,5000-5001,0.2672,0.1071,0.0088,0.288,0.28,1,14,normal
04/09/2026 13:05:57.000,5000-5002,-0.2591,-0.0758,0.0055,0.27,0.28,1,14,normal
04/09/2026 13:05:58.000,5000-5001,0.2666,0.1049,0.0093,0.2866,0.28,1,14,normal
04/09/2026 13:05:58.000,5000-5002,-0.2604,-0.0776,0.0097,0.2719,0.28,1,14,normal
04/09/2026 13:05:59.000,5000-5001,0.2665,0.1058,0.0094,0.2869,0.28,1,14,normal
04/09/2026 13:05:59.000,5000-5002,-0.2596,-0.0773,0.01,0.271,0.28,1,14,normal
04/09/2026 13:06:00.000,5000-5001,0.2663,0.106,0.0081,0.2867,0.28,1,14,normal
04/09/2026 13:06:00.000,5000-5002,-0.2601,-0.0769,0.0111,0.2715,0.28,1,14,normal
04/09/2026 13:06:01.000,5000-5001,0.2662,0.1048,0.0097,0.2863,0.28,1,14,normal
04/09/2026 13:06:01.000,5000-5002,-0.2601,-0.077,0.0074,0.2714,0.28,1,14,normal
04/09/2026 13:06:02.000,5000-5001,0.2665,0.1053,0.0085,0.2867,0.28,1,14,normal
04/09/2026 13:06:02.000,5000-5002,-0.2593,-0.0761,0.0081,0.2704,0.28,1,14,normal
04/09/2026 13:06:03.000,5000-5002,-0.2597,-0.0754,0.0071,0.2705,0.28,1,14,normal
04/09/2026 13:06:03.000,5000-5001,0.2659,0.1064,0.006,0.2865,0.28,1,14,normal
04/09/2026 13:06:04.000,5000-5001,0.268,0.1078,0.0055,0.2889,0.28,1,14,normal
04/09/2026 13:06:04.000,5000-5002,-0.2582,-0.0733,0.0057,0.2685,0.28,1,14,normal
04/09/2026 13:06:05.000,5000-5002,-0.2585,-0.0753,0.0057,0.2693,0.28,1,14,normal
04/09/2026 13:06:05.000,5000-5001,0.2672,0.1061,0.0046,0.2875,0.28,1,14,normal
04/09/2026 13:06:06.000,5000-5002,-0.2579,-0.0754,0.0052,0.2687,0.28,1,14,normal
04/09/2026 13:06:06.000,5000-5001,0.2663,0.1055,0.0039,0.2865,0.28,1,14,normal
04/09/2026 13:06:07.000,5000-5002,-0.2579,-0.0738,0.0099,0.2684,0.28,1,14,normal
04/09/2026 13:06:07.000,5000-5001,0.2681,0.1072,0.0076,0.2888,0.28,1,14,normal
04/09/2026 13:06:08.000,5000-5001,0.2666,0.1054,0.0048,0.2867,0.28,1,14,normal
04/09/2026 13:06:08.000,5000-5002,-0.26,-0.0755,0.0088,0.2709,0.28,1,14,normal
04/09/2026 13:06:09.000,5000-5001,0.2669,0.1067,0.0021,0.2874,0.28,1,14,normal
04/09/2026 13:06:09.000,5000-5002,-0.2614,-0.076,0.0055,0.2723,0.28,1,14,normal
04/09/2026 13:06:10.000,5000-5001,0.2672,0.1045,0.0067,0.287,0.28,1,14,normal
04/09/2026 13:06:10.000,5000-5002,-0.2593,-0.0773,0.0081,0.2707,0.28,1,14,normal
04/09/2026 13:06:11.000,5000-5002,-0.2602,-0.0757,0.0069,0.2711,0.28,1,14,normal
04/09/2026 13:06:11.000,5000-5001,0.2663,0.1059,0.0068,0.2867,0.28,1,14,normal
04/09/2026 13:06:12.000,5000-5002,-0.2594,-0.0769,0.0102,0.2708,0.28,1,14,normal
04/09/2026 13:06:12.000,5000-5001,0.2671,0.1044,0.0095,0.2869,0.28,1,14,normal
04/09/2026 13:06:13.000,5000-5001,0.2672,0.1074,0.0098,0.2881,0.28,1,14,normal
04/09/2026 13:06:13.000,5000-5002,-0.2589,-0.0759,0.0098,0.27,0.28,1,14,normal
04/09/2026 13:06:14.000,5000-5001,0.2657,0.1056,0.0117,0.2862,0.28,1,14,normal
04/09/2026 13:06:14.000,5000-5002,-0.2608,-0.0762,0.0107,0.2719,0.28,1,14,normal
04/09/2026 13:06:15.000,5000-5002,-0.2599,-0.0745,0.0082,0.2705,0.28,1,14,normal
04/09/2026 13:06:15.000,5000-5001,0.2661,0.1088,0.0079,0.2876,0.28,1,14,normal
04/09/2026 13:06:16.000,5000-5002,-0.2607,-0.0762,0.0074,0.2717,0.28,1,14,normal
04/09/2026 13:06:16.000,5000-5001,0.2667,0.1074,0.0071,0.2876,0.28,1,14,normal
04/09/2026 13:06:17.000,5000-5002,-0.2603,-0.0769,0.008,0.2715,0.28,1,14,normal
04/09/2026 13:06:17.000,5000-5001,0.2656,0.1059,0.0063,0.286,0.28,1,14,normal
04/09/2026 13:06:18.000,5000-5002,-0.2595,-0.075,0.0043,0.2702,0.28,1,14,normal
04/09/2026 13:06:18.000,5000-5001,0.2665,0.108,0.0048,0.2876,0.28,1,14,normal
04/09/2026 13:06:19.000,5000-5001,0.2648,0.1085,0.0047,0.2862,0.28,1,14,normal
04/09/2026 13:06:19.000,5000-5002,-0.2616,-0.0741,0.0072,0.272,0.28,1,14,normal
04/09/2026 13:06:20.000,5000-5002,-0.261,-0.0767,0.0082,0.2722,0.28,1,14,normal
04/09/2026 13:06:20.000,5000-5001,0.2646,0.1051,0.0071,0.2848,0.28,1,14,normal
04/09/2026 13:06:21.000,5000-5001,0.2668,0.1059,0.0046,0.2871,0.28,1,14,normal
04/09/2026 13:06:21.000,5000-5002,-0.2594,-0.0764,0.0054,0.2705,0.28,1,14,normal
04/09/2026 13:06:22.000,5000-5001,0.2663,0.1038,0.0037,0.2858,0.28,1,14,normal
04/09/2026 13:06:22.000,5000-5002,-0.2605,-0.0769,0.0058,0.2717,0.28,1,14,normal
04/09/2026 13:06:23.000,5000-5001,0.2662,0.1068,0.0037,0.2868,0.28,1,14,normal
04/09/2026 13:06:23.000,5000-5002,-0.2596,-0.076,0.007,0.2706,0.28,1,14,normal
04/09/2026 13:06:24.000,5000-5002,-0.2613,-0.0777,0.0078,0.2727,0.28,1,14,normal
04/09/2026 13:06:24.000,5000-5001,0.2649,0.1051,0.0082,0.2851,0.28,1,14,normal
04/09/2026 13:06:25.000,5000-5001,0.2635,0.1042,0.0081,0.2835,0.28,1,14,normal
04/09/2026 13:06:25.000,5000-5002,-0.2615,-0.0776,0.0081,0.2729,0.28,1,14,normal
04/09/2026 13:06:26.000,5000-5001,0.2659,0.1072,0.0063,0.2868,0.28,1,14,normal
04/09/2026 13:06:26.000,5000-5002,-0.2614,-0.0768,0.0098,0.2726,0.28,1,14,normal
04/09/2026 13:06:27.000,5000-5001,0.2654,0.1076,0.0071,0.2865,0.28,1,14,normal
04/09/2026 13:06:27.000,5000-5002,-0.2595,-0.0762,0.0098,0.2706,0.28,1,14,normal
04/09/2026 13:06:28.000,5000-5002,-0.2611,-0.0765,0.0076,0.2722,0.28,1,14,normal
04/09/2026 13:06:28.000,5000-5001,0.2652,0.1064,0.0077,0.2859,0.28,1,14,normal
04/09/2026 13:06:29.000,5000-5001,0.2653,0.1075,0.0079,0.2864,0.28,1,14,normal
04/09/2026 13:06:29.000,5000-5002,-0.2602,-0.0744,0.0103,0.2708,0.28,1,14,normal
04/09/2026 13:06:30.000,5000-5002,-0.2608,-0.076,0.009,0.2718,0.28,1,14,normal
04/09/2026 13:06:30.000,5000-5001,0.266,0.1063,0.0058,0.2865,0.28,1,14,normal
04/09/2026 13:06:31.000,5000-5001,0.2657,0.1069,0.0054,0.2864,0.28,1,14,normal
04/09/2026 13:06:31.000,5000-5002,-0.2609,-0.0759,0.0054,0.2718,0.28,1,14,normal
04/09/2026 13:06:32.000,5000-5001,0.2654,0.1058,0.0055,0.2858,0.28,1,14,normal
04/09/2026 13:06:32.000,5000-5002,-0.2607,-0.0762,0.0061,0.2717,0.28,1,14,normal
04/09/2026 13:06:33.000,5000-5001,0.2651,0.1063,0.0077,0.2857,0.28,1,14,normal
04/09/2026 13:06:33.000,5000-5002,-0.2609,-0.077,0.0075,0.2721,0.28,1,14,normal
04/09/2026 13:06:34.000,5000-5002,-0.2625,-0.0786,0.008,0.2741,0.28,1,14,normal
04/09/2026 13:06:34.000,5000-5001,0.2644,0.1056,0.0061,0.2848,0.28,1,14,normal
04/09/2026 13:06:35.000,5000-5002,-0.2623,-0.0773,0.0074,0.2736,0.28,1,14,normal
04/09/2026 13:06:35.000,5000-5001,0.2661,0.1077,0.0059,0.2871,0.28,1,14,normal
04/09/2026 13:06:36.000,5000-5002,-0.2614,-0.0758,0.0032,0.2722,0.28,1,14,normal
04/09/2026 13:06:36.000,5000-5001,0.2655,0.1078,0.0065,0.2866,0.28,1,14,normal
04/09/2026 13:06:37.000,5000-5001,0.2671,0.1073,0.0037,0.2879,0.28,1,14,normal
04/09/2026 13:06:37.000,5000-5002,-0.2591,-0.0749,0.0064,0.2698,0.28,1,14,normal
04/09/2026 13:06:38.000,5000-5001,0.2662,0.1085,0.0067,0.2875,0.28,1,14,normal
04/09/2026 13:06:38.000,5000-5002,-0.2592,-0.075,0.0097,0.27,0.28,1,14,normal
04/09/2026 13:06:39.000,5000-5001,0.2642,0.1082,0.0024,0.2855,0.28,1,14,normal
04/09/2026 13:06:39.000,5000-5002,-0.2614,-0.0755,0.0081,0.2722,0.28,1,14,normal
04/09/2026 13:06:40.000,5000-5002,-0.2603,-0.0772,0.0078,0.2716,0.28,1,14,normal
04/09/2026 13:06:40.000,5000-5001,0.2655,0.1068,0.0036,0.2862,0.28,1,14,normal
04/09/2026 13:06:41.000,5000-5001,0.2644,0.1068,0.004,0.2852,0.28,1,14,normal
04/09/2026 13:06:41.000,5000-5002,-0.2609,-0.0776,0.0065,0.2723,0.28,1,14,normal
04/09/2026 13:06:42.000,5000-5001,0.2656,0.107,0.0056,0.2864,0.28,1,14,normal
04/09/2026 13:06:42.000,5000-5002,-0.2615,-0.0768,0.0111,0.2728,0.28,1,14,normal
04/09/2026 13:06:43.000,5000-5002,-0.2611,-0.0764,0.0102,0.2722,0.28,1,14,normal
04/09/2026 13:06:43.000,5000-5001,0.2647,0.1081,0.0084,0.286,0.28,1,14,normal
04/09/2026 13:06:44.000,5000-5001,0.2641,0.1084,0.0075,0.2856,0.28,1,14,normal
04/09/2026 13:06:44.000,5000-5002,-0.261,-0.0751,0.0081,0.2717,0.28,1,14,normal
04/09/2026 13:06:45.000,5000-5002,-0.2613,-0.0757,0.0093,0.2722,0.28,1,14,normal
04/09/2026 13:06:45.000,5000-5001,0.2645,0.1083,0.0069,0.2859,0.28,1,14,normal
04/09/2026 13:06:46.000,5000-5002,-0.2624,-0.0753,0.0121,0.2733,0.28,1,14,normal
04/09/2026 13:06:46.000,5000-5001,0.2644,0.1092,0.0086,0.2862,0.28,1,14,normal
04/09/2026 13:06:47.000,5000-5001,0.2652,0.1079,0.0056,0.2864,0.28,1,14,normal
04/09/2026 13:06:47.000,5000-5002,-0.2596,-0.0744,0.0094,0.2702,0.28,1,14,normal
04/09/2026 13:06:48.000,5000-5001,0.2655,0.1082,0.0035,0.2867,0.28,1,14,normal
04/09/2026 13:06:48.000,5000-5002,-0.2607,-0.0764,0.0098,0.2718,0.28,1,14,normal
04/09/2026 13:06:49.000,5000-5002,-0.2603,-0.0766,0.0091,0.2715,0.28,1,14,normal
04/09/2026 13:06:49.000,5000-5001,0.2645,0.1071,0.007,0.2854,0.28,1,14,normal
04/09/2026 13:06:50.000,5000-5002,-0.261,-0.0763,0.0067,0.272,0.28,1,14,normal
04/09/2026 13:06:50.000,5000-5001,0.2642,0.1074,0.0053,0.2852,0.28,1,14,normal
04/09/2026 13:06:51.000,5000-5002,-0.2606,-0.0777,0.0105,0.2721,0.28,1,14,normal
04/09/2026 13:06:51.000,5000-5001,0.2648,0.1064,0.0077,0.2855,0.28,1,14,normal
04/09/2026 13:06:52.000,5000-5002,-0.2613,-0.0764,0.0123,0.2725,0.28,1,14,normal
04/09/2026 13:06:52.000,5000-5001,0.2635,0.1077,0.0102,0.2848,0.28,1,14,normal
04/09/2026 13:06:53.000,5000-5001,0.2655,0.1072,0.0094,0.2865,0.28,1,14,normal
04/09/2026 13:06:53.000,5000-5002,-0.2596,-0.0769,0.0101,0.2709,0.28,1,14,normal
04/09/2026 13:06:54.000,5000-5001,0.2679,0.1064,0.0136,0.2886,0.28,1,14,normal
04/09/2026 13:06:54.000,5000-5002,-0.2567,-0.0761,0.0156,0.2682,0.28,1,14,normal
04/09/2026 13:06:55.000,5000-5001,0.2652,0.1071,0.0045,0.286,0.28,1,14,normal
04/09/2026 13:06:55.000,5000-5002,-0.2605,-0.0769,0.0071,0.2717,0.28,1,14,normal
04/09/2026 13:06:56.000,5000-5002,-0.2603,-0.0757,0.0084,0.2712,0.28,1,14,normal
04/09/2026 13:06:56.000,5000-5001,0.265,0.1074,0.0036,0.286,0.28,1,14,normal
04/09/2026 13:06:57.000,5000-5002,-0.2623,-0.0766,0.0074,0.2734,0.28,1,14,normal
04/09/2026 13:06:57.000,5000-5001,0.2639,0.1068,0.0053,0.2847,0.28,1,14,normal
04/09/2026 13:06:58.000,5000-5001,0.2642,0.1072,0.0052,0.2852,0.28,1,14,normal
04/09/2026 13:06:58.000,5000-5002,-0.2633,-0.0759,0.0085,0.2742,0.28,1,14,normal
04/09/2026 13:06:59.000,5000-5002,-0.2602,-0.0758,0.0102,0.2712,0.28,1,14,normal
04/09/2026 13:06:59.000,5000-5001,0.265,0.1077,0.0078,0.2862,0.28,1,14,normal
04/09/2026 13:07:00.000,5000-5001,0.2655,0.1078,0.005,0.2866,0.28,1,14,normal
04/09/2026 13:07:00.000,5000-5002,-0.2615,-0.0769,0.0092,0.2727,0.28,1,14,normal
04/09/2026 13:07:01.000,5000-5001,0.2634,0.1076,0.0073,0.2846,0.28,1,14,normal
04/09/2026 13:07:01.000,5000-5002,-0.2619,-0.0758,0.0115,0.2729,0.28,1,14,normal
04/09/2026 13:07:02.000,5000-5001,0.2645,0.1082,0.0058,0.2858,0.28,1,14,normal
04/09/2026 13:07:02.000,5000-5002,-0.2609,-0.0751,0.0079,0.2716,0.28,1,14,normal
04/09/2026 13:07:03.000,5000-5002,-0.2617,-0.0763,0.0098,0.2728,0.28,1,14,normal
04/09/2026 13:07:03.000,5000-5001,0.2626,0.1071,0.0056,0.2837,0.28,1,14,normal
04/09/2026 13:07:04.000,5000-5002,-0.2608,-0.0747,0.012,0.2716,0.28,1,14,normal
04/09/2026 13:07:04.000,5000-5001,0.264,0.1089,0.0079,0.2857,0.28,1,14,normal
04/09/2026 13:07:05.000,5000-5001,0.2628,0.109,0.0055,0.2846,0.28,1,14,normal
04/09/2026 13:07:05.000,5000-5002,-0.2618,-0.0745,0.0086,0.2723,0.28,1,14,normal
04/09/2026 13:07:06.000,5000-5001,0.2648,0.1077,0.0044,0.2859,0.28,1,14,normal
04/09/2026 13:07:06.000,5000-5002,-0.261,-0.0769,0.0095,0.2723,0.28,1,14,normal
04/09/2026 13:07:07.000,5000-5002,-0.2607,-0.0773,0.0056,0.272,0.28,1,14,normal
04/09/2026 13:07:07.000,5000-5001,0.2649,0.1076,0.0023,0.2859,0.28,1,14,normal
04/09/2026 13:07:08.000,5000-5001,0.2637,0.1067,0.0062,0.2845,0.28,1,14,normal
04/09/2026 13:07:08.000,5000-5002,-0.2619,-0.0772,0.0121,0.2733,0.28,1,14,normal
04/09/2026 13:07:09.000,5000-5001,0.2636,0.107,0.0068,0.2846,0.28,1,14,normal
04/09/2026 13:07:09.000,5000-5002,-0.2627,-0.0777,0.0104,0.2741,0.28,1,14,normal
04/09/2026 13:07:10.000,5000-5001,0.263,0.1065,0.006,0.2838,0.28,1,14,normal
04/09/2026 13:07:10.000,5000-5002,-0.262,-0.0778,0.0109,0.2735,0.28,1,14,normal
04/09/2026 13:07:11.000,5000-5001,0.2627,0.1065,0.0075,0.2836,0.28,1,14,normal
04/09/2026 13:07:11.000,5000-5002,-0.2623,-0.079,0.0107,0.2741,0.28,1,14,normal
04/09/2026 13:07:12.000,5000-5002,-0.2609,-0.0764,0.0122,0.2721,0.28,1,14,normal
04/09/2026 13:07:12.000,5000-5001,0.2632,0.1082,0.0084,0.2847,0.28,1,14,normal
04/09/2026 13:07:13.000,5000-5001,0.2602,0.1079,0.0122,0.2819,0.28,1,14,normal
04/09/2026 13:07:13.000,5000-5002,-0.2613,-0.0764,0.0096,0.2724,0.28,1,14,normal
04/09/2026 13:07:14.000,5000-5001,0.2642,0.1082,0.0073,0.2856,0.28,1,14,normal
04/09/2026 13:07:14.000,5000-5002,-0.2612,-0.0776,0.0115,0.2727,0.28,1,14,normal
04/09/2026 13:07:15.000,5000-5002,-0.2617,-0.0771,0.0115,0.2731,0.28,1,14,normal
04/09/2026 13:07:15.000,5000-5001,0.2629,0.1072,0.0057,0.284,0.28,1,14,normal
04/09/2026 13:07:16.000,5000-5001,0.2634,0.1081,0.0076,0.2848,0.28,1,14,normal
04/09/2026 13:07:16.000,5000-5002,-0.2609,-0.076,0.0137,0.2721,0.28,1,14,normal
04/09/2026 13:07:17.000,5000-5001,0.2632,0.1088,0.0046,0.2848,0.28,1,14,normal
04/09/2026 13:07:17.000,5000-5002,-0.2607,-0.0765,0.0093,0.2719,0.28,1,14,normal
04/09/2026 13:07:18.000,5000-5001,0.2629,0.1088,0.0086,0.2847,0.28,1,14,normal
04/09/2026 13:07:18.000,5000-5002,-0.2617,-0.0753,0.0127,0.2726,0.28,1,14,normal
04/09/2026 13:07:19.000,5000-5001,0.2635,0.108,0.0059,0.2848,0.28,1,14,normal
04/09/2026 13:07:19.000,5000-5002,-0.2614,-0.0755,0.0098,0.2723,0.28,1,14,normal
04/09/2026 13:07:20.000,5000-5001,0.2638,0.1086,0.0112,0.2855,0.28,1,14,normal
04/09/2026 13:07:20.000,5000-5002,-0.2619,-0.0767,0.0106,0.2731,0.28,1,14,normal
04/09/2026 13:07:21.000,5000-5002,-0.2645,-0.0761,0.0146,0.2756,0.28,1,14,normal
04/09/2026 13:07:21.000,5000-5001,0.2608,0.1072,0.0107,0.2822,0.28,1,14,normal
04/09/2026 13:07:22.000,5000-5002,-0.264,-0.0788,0.0144,0.2759,0.28,1,14,normal
04/09/2026 13:07:22.000,5000-5001,0.2625,0.108,0.006,0.2839,0.28,1,14,normal
